20.10.19 05:17:39.600 37.663063N 122.489326W 29.58C 1005.26| 0.00C 0.00| 0.00C 0.00| dv<1.29 0.73 9.61> r<0.03 -0.00 0.01>
20.10.19 05:23:18.100 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.38| 22.50C 1005.83| dv<1.29 0.74 9.66> r<0.02 -0.00 0.01>
20.10.19 05:23:18.200 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.38| 22.50C 1005.82| dv<1.25 0.75 9.70> r<0.03 0.00 0.01>
20.10.19 05:23:18.300 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.38| 22.50C 1005.85| dv<1.24 0.71 9.59> r<0.03 -0.00 0.01>
20.10.19 05:23:18.400 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.38| 22.49C 1005.84| dv<1.28 0.74 9.61> r<0.02 0.00 0.01>
20.10.19 05:23:18.500 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.38| 22.50C 1005.82| dv<1.27 0.75 9.59> r<0.02 -0.00 0.01>
20.10.19 05:23:18.600 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.38| 22.50C 1005.83| dv<1.30 0.75 9.72> r<0.03 -0.00 0.01>
20.10.19 05:23:18.700 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.40| 22.49C 1005.83| dv<1.22 0.72 9.68> r<0.03 0.00 0.01>
20.10.19 05:23:18.800 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.40| 22.50C 1005.85| dv<1.26 0.72 9.62> r<0.03 -0.00 0.01>
20.10.19 05:23:18.900 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.41| 22.49C 1005.83| dv<1.25 0.70 9.60> r<0.03 -0.00 0.01>
20.10.19 05:23:19.000 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.40| 22.49C 1005.80| dv<1.23 0.69 9.59> r<0.03 0.00 0.01>
20.10.19 05:23:19.100 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.37| 22.49C 1005.82| dv<1.23 0.73 9.61> r<0.02 -0.00 0.01>
20.10.19 05:23:19.200 37.663109N 122.489273W 28.54C 1005.28| 25.94C 1004.39| 22.50C 1005.83| dv<1.25 0.69 9.60> r<0.03 -0.00 0.01>
20.10.19 05:23:19.300 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.38| 22.50C 1005.83| dv<1.25 0.70 9.62> r<0.03 -0.00 0.01>
20.10.19 05:23:19.400 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.40| 22.50C 1005.83| dv<1.28 0.70 9.64> r<0.03 0.00 0.01>
20.10.19 05:23:19.500 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.39| 22.49C 1005.84| dv<1.25 0.72 9.65> r<0.02 -0.00 0.01>
20.10.19 05:23:19.600 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.39| 22.49C 1005.83| dv<1.29 0.69 9.64> r<0.02 0.00 0.01>
20.10.19 05:23:19.700 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.40| 22.50C 1005.85| dv<1.22 0.69 9.68> r<0.03 -0.00 0.01>
20.10.19 05:23:19.800 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.39| 22.49C 1005.84| dv<1.26 0.73 9.63> r<0.02 0.00 0.01>
20.10.19 05:23:19.900 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.37| 22.49C 1005.83| dv<1.25 0.74 9.64> r<0.02 -0.00 0.01>
20.10.19 05:23:20.000 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.38| 22.49C 1005.83| dv<1.24 0.72 9.57> r<0.02 0.00 0.01>
20.10.19 05:23:20.100 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.38| 22.50C 1005.83| dv<1.25 0.72 9.67> r<0.03 0.00 0.01>
20.10.19 05:23:20.200 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.37| 22.49C 1005.79| dv<1.26 0.71 9.58> r<0.02 -0.00 0.01>
20.10.19 05:23:20.300 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.39| 22.49C 1005.84| dv<1.25 0.69 9.71> r<0.03 -0.00 0.01>
20.10.19 05:23:20.400 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.39| 22.49C 1005.81| dv<1.25 0.71 9.62> r<0.02 -0.00 0.01>
20.10.19 05:23:20.500 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.40| 22.49C 1005.85| dv<1.25 0.69 9.62> r<0.03 0.00 0.01>
20.10.19 05:23:20.600 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.39| 22.50C 1005.83| dv<1.22 0.72 9.60> r<0.02 0.00 0.01>
20.10.19 05:23:20.700 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.38| 22.49C 1005.87| dv<1.29 0.70 9.60> r<0.03 0.00 0.01>
20.10.19 05:23:20.800 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.40| 22.49C 1005.83| dv<1.24 0.70 9.63> r<0.03 -0.00 0.01>
20.10.19 05:23:20.900 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.39| 22.50C 1005.84| dv<1.24 0.69 9.60> r<0.02 0.00 0.01>
20.10.19 05:23:21.000 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.38| 22.49C 1005.81| dv<1.28 0.72 9.64> r<0.03 0.00 0.01>
20.10.19 05:23:21.100 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.37| 22.49C 1005.83| dv<1.28 0.70 9.59> r<0.02 0.00 0.01>
20.10.19 05:23:21.200 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.39| 22.49C 1005.85| dv<1.25 0.73 9.58> r<0.02 -0.00 0.01>
20.10.19 05:23:21.300 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.38| 22.49C 1005.88| dv<1.26 0.78 9.61> r<0.02 0.00 0.01>
20.10.19 05:23:21.400 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.37| 22.49C 1005.86| dv<1.24 0.70 9.62> r<0.03 -0.00 0.01>
20.10.19 05:23:21.500 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.40| 22.49C 1005.87| dv<1.26 0.73 9.64> r<0.03 -0.00 0.01>
20.10.19 05:23:21.600 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.39| 22.49C 1005.83| dv<1.27 0.70 9.60> r<0.02 -0.04 0.01>
20.10.19 05:23:21.700 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.39| 22.49C 1005.82| dv<1.21 0.71 9.67> r<0.03 -0.00 0.01>
20.10.19 05:23:21.800 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.39| 22.49C 1005.84| dv<1.23 0.71 9.64> r<0.02 -0.01 0.01>
20.10.19 05:23:21.900 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.38| 22.49C 1005.79| dv<1.26 0.71 9.62> r<0.03 -0.00 0.01>
20.10.19 05:23:22.000 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.39| 22.49C 1005.80| dv<1.22 0.68 9.62> r<0.02 0.00 0.01>
20.10.19 05:23:22.100 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.40| 22.49C 1005.81| dv<1.24 0.69 9.68> r<0.02 0.00 0.01>
20.10.19 05:23:22.200 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.40| 22.49C 1005.83| dv<1.25 0.72 9.62> r<0.03 0.00 0.01>
20.10.19 05:23:22.300 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.39| 22.49C 1005.82| dv<1.25 0.69 9.65> r<0.02 -0.00 0.01>
20.10.19 05:23:22.400 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.39| 22.49C 1005.81| dv<1.26 0.70 9.66> r<0.03 -0.00 0.01>
20.10.19 05:23:22.500 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.39| 22.49C 1005.81| dv<1.26 0.69 9.59> r<0.02 -0.00 0.01>
20.10.19 05:23:22.600 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.39| 22.49C 1005.85| dv<1.24 0.71 9.63> r<0.03 -0.00 0.01>
20.10.19 05:23:22.700 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.39| 22.49C 1005.84| dv<1.27 0.71 9.64> r<0.02 -0.00 0.01>
20.10.19 05:23:22.800 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.38| 22.49C 1005.86| dv<1.26 0.72 9.63> r<0.02 -0.00 0.01>
20.10.19 05:23:22.900 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.39| 22.49C 1005.81| dv<1.23 0.68 9.66> r<0.02 -0.00 0.01>
20.10.19 05:23:23.000 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.36| 22.49C 1005.87| dv<1.28 0.71 9.60> r<0.03 -0.00 0.01>
20.10.19 05:23:23.100 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.39| 22.49C 1005.83| dv<1.24 0.69 9.64> r<0.03 -0.00 0.01>
20.10.19 05:23:23.200 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.40| 22.49C 1005.82| dv<1.22 0.74 9.63> r<0.03 -0.00 0.01>
20.10.19 05:23:23.300 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.39| 22.49C 1005.81| dv<1.24 0.70 9.60> r<0.02 0.00 0.01>
20.10.19 05:23:23.400 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.37| 22.49C 1005.84| dv<1.26 0.71 9.66> r<0.03 -0.00 0.01>
20.10.19 05:23:23.500 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.39| 22.48C 1005.85| dv<1.21 0.72 9.61> r<0.03 -0.00 0.01>
20.10.19 05:23:23.600 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.39| 22.48C 1005.82| dv<1.26 0.70 9.63> r<0.02 0.00 0.01>
20.10.19 05:23:23.700 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.39| 22.49C 1005.82| dv<1.24 0.73 9.62> r<0.02 0.00 0.01>
20.10.19 05:23:23.800 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.37| 22.49C 1005.86| dv<1.27 0.70 9.63> r<0.02 -0.00 0.01>
20.10.19 05:23:23.900 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.34| 22.49C 1005.85| dv<1.24 0.72 9.65> r<0.03 -0.00 0.01>
20.10.19 05:23:24.000 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.37| 22.49C 1005.83| dv<0.97 0.74 9.67> r<0.03 -0.04 0.01>
20.10.19 05:23:24.100 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.38| 22.49C 1005.81| dv<1.27 0.74 9.60> r<0.03 -0.00 0.01>
20.10.19 05:23:24.200 37.663109N 122.489273W 28.54C 1005.28| 25.94C 1004.37| 22.49C 1005.83| dv<1.26 0.72 9.59> r<0.03 -0.01 0.01>
20.10.19 05:23:24.300 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.39| 22.49C 1005.81| dv<1.23 0.72 9.66> r<0.03 -0.00 0.01>
20.10.19 05:23:24.400 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.40| 22.49C 1005.83| dv<1.26 0.70 9.68> r<0.02 -0.00 0.01>
20.10.19 05:23:24.500 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.38| 22.49C 1005.84| dv<1.24 0.74 9.62> r<0.02 -0.00 0.01>
20.10.19 05:23:24.600 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.40| 22.49C 1005.82| dv<1.24 0.72 9.65> r<0.02 -0.00 0.01>
20.10.19 05:23:24.700 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.40| 22.49C 1005.84| dv<1.26 0.73 9.62> r<0.02 -0.00 0.01>
20.10.19 05:23:24.800 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.39| 22.49C 1005.84| dv<1.25 0.73 9.64> r<0.02 -0.00 0.01>
20.10.19 05:23:24.900 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.39| 22.49C 1005.84| dv<1.23 0.73 9.59> r<0.03 -0.00 0.01>
20.10.19 05:23:25.000 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.38| 22.49C 1005.86| dv<1.25 0.72 9.65> r<0.02 -0.00 0.01>
20.10.19 05:23:25.100 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.38| 22.49C 1005.79| dv<1.28 0.70 9.65> r<0.02 0.00 0.01>
20.10.19 05:23:25.200 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.38| 22.49C 1005.82| dv<1.28 0.74 9.61> r<0.03 -0.00 0.01>
20.10.19 05:23:25.300 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.40| 22.49C 1005.77| dv<1.25 0.71 9.68> r<0.03 0.00 0.01>
20.10.19 05:23:25.400 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.38| 22.50C 1005.81| dv<1.29 0.70 9.65> r<0.02 0.00 0.01>
20.10.19 05:23:25.500 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.40| 22.49C 1005.82| dv<1.24 0.70 9.63> r<0.02 0.00 0.01>
20.10.19 05:23:25.600 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.39| 22.49C 1005.81| dv<1.27 0.72 9.66> r<0.02 0.00 0.01>
20.10.19 05:23:25.700 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.39| 22.49C 1005.84| dv<1.26 0.74 9.68> r<0.02 0.00 0.01>
20.10.19 05:23:25.800 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.39| 22.49C 1005.83| dv<1.24 0.73 9.63> r<0.03 0.01 0.01>
20.10.19 05:23:25.900 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.39| 22.49C 1005.83| dv<1.26 0.73 9.61> r<0.02 -0.00 0.01>
20.10.19 05:23:26.000 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.38| 22.49C 1005.80| dv<1.26 0.71 9.65> r<0.03 0.00 0.01>
20.10.19 05:23:26.100 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.39| 22.50C 1005.84| dv<1.29 0.71 9.65> r<0.03 -0.00 0.01>
20.10.19 05:23:26.200 37.663109N 122.489273W 28.54C 1005.28| 25.98C 1004.39| 22.49C 1005.86| dv<1.23 0.75 9.65> r<0.03 -0.00 0.01>
20.10.19 05:23:26.300 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.37| 22.49C 1005.82| dv<1.28 0.75 9.59> r<0.02 -0.00 0.01>
20.10.19 05:23:26.400 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.38| 22.49C 1005.85| dv<1.26 0.72 9.63> r<0.03 -0.00 0.01>
20.10.19 05:23:26.500 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.38| 22.49C 1005.82| dv<1.28 0.73 9.63> r<0.02 -0.00 0.01>
20.10.19 05:23:26.600 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.39| 22.49C 1005.82| dv<1.25 0.71 9.65> r<0.02 -0.00 0.01>
20.10.19 05:23:26.700 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.36| 22.49C 1005.83| dv<1.27 0.70 9.65> r<0.03 -0.00 0.01>
20.10.19 05:23:26.800 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.38| 22.49C 1005.82| dv<1.24 0.70 9.69> r<0.02 -0.00 0.01>
20.10.19 05:23:26.900 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.39| 22.49C 1005.80| dv<1.27 0.72 9.68> r<0.02 0.00 0.01>
20.10.19 05:23:27.000 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.38| 22.49C 1005.85| dv<1.25 0.72 9.62> r<0.02 -0.00 0.01>
20.10.19 05:23:27.100 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.40| 22.49C 1005.83| dv<1.23 0.72 9.64> r<0.02 -0.00 0.01>
20.10.19 05:23:27.200 37.663109N 122.489273W 28.54C 1005.28| 25.97C 1004.39| 22.49C 1005.80| dv<1.26 0.74 9.64> r<0.03 -0.00 0.01>
20.10.19 05:23:27.300 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.38| 22.50C 1005.83| dv<1.27 0.72 9.61> r<0.03 0.00 0.01>
20.10.19 05:23:27.400 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.38| 22.50C 1005.82| dv<1.25 0.70 9.62> r<0.02 -0.00 0.01>
20.10.19 05:23:27.500 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.39| 22.50C 1005.84| dv<1.23 0.72 9.57> r<0.03 -0.00 0.01>
20.10.19 05:23:27.600 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.38| 22.49C 1005.85| dv<1.25 0.71 9.64> r<0.02 -0.00 0.01>
20.10.19 05:23:27.700 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.40| 22.50C 1005.83| dv<1.29 0.70 9.66> r<0.02 0.00 0.01>
20.10.19 05:23:27.800 37.663109N 122.489258W 28.54C 1005.28| 25.96C 1004.39| 22.49C 1005.84| dv<1.28 0.71 9.65> r<0.03 -0.00 0.01>
20.10.19 05:23:27.900 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.38| 22.49C 1005.83| dv<1.29 0.70 9.62> r<0.03 0.00 0.01>
20.10.19 05:23:28.000 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.39| 22.50C 1005.80| dv<1.26 0.73 9.66> r<0.02 -0.00 0.01>
20.10.19 05:23:28.100 37.663109N 122.489258W 28.54C 1005.28| 25.96C 1004.38| 22.49C 1005.85| dv<1.27 0.71 9.65> r<0.02 -0.00 0.01>
20.10.19 05:23:28.200 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.38| 22.49C 1005.81| dv<1.24 0.73 9.58> r<0.03 0.00 0.01>
20.10.19 05:23:28.300 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.40| 22.49C 1005.81| dv<1.27 0.73 9.67> r<0.02 0.00 0.01>
20.10.19 05:23:28.400 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.37| 22.50C 1005.81| dv<1.25 0.71 9.65> r<0.02 0.00 0.01>
20.10.19 05:23:28.500 37.663109N 122.489258W 28.54C 1005.28| 25.96C 1004.41| 22.50C 1005.88| dv<1.24 0.71 9.67> r<0.03 -0.04 0.01>
20.10.19 05:23:28.600 37.663109N 122.489258W 28.54C 1005.28| 25.95C 1004.37| 22.50C 1005.88| dv<1.23 0.70 9.61> r<0.02 -0.00 0.01>
20.10.19 05:23:28.700 37.663109N 122.489258W 28.54C 1005.28| 25.96C 1004.39| 22.50C 1005.81| dv<1.26 0.69 9.62> r<0.02 0.00 0.01>
20.10.19 05:23:28.800 37.663109N 122.489258W 28.54C 1005.28| 25.96C 1004.39| 22.50C 1005.88| dv<1.26 0.73 9.65> r<0.03 0.04 0.01>
20.10.19 05:23:28.900 37.663109N 122.489258W 28.54C 1005.28| 25.96C 1004.39| 22.49C 1005.82| dv<1.24 0.71 9.64> r<0.03 0.00 0.01>
20.10.19 05:23:29.000 37.663109N 122.489258W 28.54C 1005.28| 25.96C 1004.39| 22.50C 1005.87| dv<1.27 0.71 9.62> r<0.02 0.00 0.01>
20.10.19 05:23:29.100 37.663109N 122.489258W 28.54C 1005.28| 25.96C 1004.38| 22.50C 1005.85| dv<1.25 0.70 9.68> r<0.03 0.00 0.01>
20.10.19 05:23:29.200 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.38| 22.50C 1005.84| dv<1.27 0.74 9.60> r<0.03 -0.00 0.01>
20.10.19 05:23:29.300 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.39| 22.50C 1005.82| dv<1.25 0.73 9.69> r<0.03 -0.00 0.01>
20.10.19 05:23:29.400 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.38| 22.50C 1005.83| dv<1.30 0.70 9.66> r<0.03 -0.00 0.01>
20.10.19 05:23:29.500 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.40| 22.50C 1005.83| dv<1.26 0.71 9.58> r<0.02 0.00 0.01>
20.10.19 05:23:29.600 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.40| 22.50C 1005.84| dv<1.26 0.72 9.61> r<0.02 -0.00 0.01>
20.10.19 05:23:29.700 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.40| 22.50C 1005.82| dv<1.26 0.73 9.64> r<0.02 -0.01 0.01>
20.10.19 05:23:29.800 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.36| 22.50C 1005.85| dv<1.25 0.72 9.69> r<0.03 -0.00 0.01>
20.10.19 05:23:29.900 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.40| 22.50C 1005.84| dv<1.27 0.72 9.71> r<0.02 0.00 0.01>
20.10.19 05:23:30.000 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.38| 22.50C 1005.84| dv<1.25 0.71 9.66> r<0.02 -0.00 0.01>
20.10.19 05:23:30.100 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.41| 22.50C 1005.82| dv<1.26 0.71 9.65> r<0.02 -0.00 0.01>
20.10.19 05:23:30.200 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.40| 22.50C 1005.85| dv<1.24 0.73 9.66> r<0.02 -0.00 0.01>
20.10.19 05:23:30.300 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.40| 22.50C 1005.84| dv<1.27 0.72 9.63> r<0.02 0.00 0.01>
20.10.19 05:23:30.400 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.41| 22.50C 1005.84| dv<1.28 0.71 9.68> r<0.02 -0.00 0.01>
20.10.19 05:23:30.500 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.39| 22.50C 1005.87| dv<1.24 0.72 9.60> r<0.03 -0.00 0.01>
20.10.19 05:23:30.600 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.40| 22.50C 1005.82| dv<1.27 0.73 9.65> r<0.03 -0.01 0.01>
20.10.19 05:23:30.700 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.40| 22.50C 1005.82| dv<1.25 0.74 9.58> r<0.03 -0.00 0.01>
20.10.19 05:23:30.800 37.663109N 122.489258W 28.54C 1005.28| 25.96C 1004.39| 22.50C 1005.81| dv<1.25 0.74 9.62> r<0.03 -0.00 0.01>
20.10.19 05:23:30.900 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.41| 22.50C 1005.85| dv<1.29 0.72 9.63> r<0.03 -0.00 0.01>
20.10.19 05:23:31.000 37.663109N 122.489258W 28.54C 1005.28| 25.96C 1004.37| 22.50C 1005.85| dv<1.24 0.71 9.65> r<0.03 -0.00 0.01>
20.10.19 05:23:31.100 37.663109N 122.489258W 28.54C 1005.28| 25.95C 1004.39| 22.50C 1005.89| dv<1.26 0.71 9.63> r<0.03 -0.00 0.01>
20.10.19 05:23:31.200 37.663109N 122.489258W 28.54C 1005.28| 25.94C 1004.39| 22.50C 1005.84| dv<1.24 0.71 9.63> r<0.02 0.00 0.01>
20.10.19 05:23:31.300 37.663109N 122.489258W 28.54C 1005.28| 25.94C 1004.38| 22.50C 1005.86| dv<1.25 0.70 9.64> r<0.03 -0.00 0.01>
20.10.19 05:23:31.400 37.663109N 122.489258W 28.54C 1005.28| 25.95C 1004.39| 22.50C 1005.84| dv<1.24 0.71 9.62> r<0.02 0.00 0.01>
20.10.19 05:23:31.500 37.663109N 122.489258W 28.54C 1005.28| 25.95C 1004.41| 22.50C 1005.82| dv<1.27 0.70 9.67> r<0.02 -0.00 0.01>
20.10.19 05:23:31.600 37.663109N 122.489258W 28.54C 1005.28| 25.95C 1004.39| 22.50C 1005.86| dv<1.26 0.70 9.64> r<0.03 0.00 0.01>
20.10.19 05:23:31.700 37.663109N 122.489258W 28.54C 1005.28| 25.95C 1004.40| 22.50C 1005.81| dv<1.24 0.68 9.66> r<0.03 -0.00 0.01>
20.10.19 05:23:31.800 37.663109N 122.489258W 28.54C 1005.28| 25.95C 1004.38| 22.50C 1005.81| dv<1.25 0.72 9.65> r<0.03 0.00 0.01>
20.10.19 05:23:31.900 37.663109N 122.489258W 28.54C 1005.28| 25.96C 1004.39| 22.50C 1005.79| dv<1.24 0.71 9.65> r<0.03 -0.00 0.01>
20.10.19 05:23:32.000 37.663109N 122.489258W 28.54C 1005.28| 25.95C 1004.36| 22.50C 1005.82| dv<1.23 0.70 9.59> r<0.02 -0.00 0.01>
20.10.19 05:23:32.100 37.663109N 122.489258W 28.54C 1005.28| 25.95C 1004.40| 22.50C 1005.81| dv<1.27 0.69 9.63> r<0.03 -0.00 0.01>
20.10.19 05:23:32.200 37.663109N 122.489258W 28.54C 1005.28| 25.95C 1004.37| 22.50C 1005.83| dv<1.23 0.69 9.64> r<0.02 0.04 0.01>
20.10.19 05:23:32.300 37.663109N 122.489258W 28.54C 1005.28| 25.96C 1004.39| 22.50C 1005.85| dv<1.24 0.71 9.68> r<0.03 -0.00 0.01>
20.10.19 05:23:32.400 37.663109N 122.489258W 28.54C 1005.28| 25.96C 1004.39| 22.50C 1005.84| dv<1.21 0.70 9.64> r<0.02 0.00 0.01>
20.10.19 05:23:32.500 37.663109N 122.489258W 28.54C 1005.28| 25.96C 1004.37| 22.50C 1005.86| dv<1.22 0.71 9.61> r<0.03 0.00 0.01>
20.10.19 05:23:32.600 37.663109N 122.489258W 28.54C 1005.28| 25.95C 1004.39| 22.50C 1005.81| dv<1.25 0.70 9.61> r<0.02 0.00 0.01>
20.10.19 05:23:32.700 37.663109N 122.489258W 28.54C 1005.28| 25.96C 1004.39| 22.51C 1005.85| dv<1.27 0.71 9.63> r<0.03 -0.00 0.01>
20.10.19 05:23:32.800 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.38| 22.51C 1005.84| dv<1.26 0.71 9.67> r<0.02 -0.00 0.02>
20.10.19 05:23:32.900 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.37| 22.51C 1005.86| dv<1.25 0.70 9.61> r<0.02 -0.00 0.01>
20.10.19 05:23:33.000 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.40| 22.50C 1005.83| dv<1.24 0.70 9.62> r<0.03 -0.00 0.01>
20.10.19 05:23:33.100 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.40| 22.50C 1005.84| dv<1.26 0.71 9.68> r<0.02 0.00 0.01>
20.10.19 05:23:33.200 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.38| 22.50C 1005.85| dv<1.27 0.70 9.64> r<0.02 0.00 0.01>
20.10.19 05:23:33.300 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.39| 22.51C 1005.84| dv<1.25 0.75 9.68> r<0.03 0.00 0.01>
20.10.19 05:23:33.400 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.38| 22.50C 1005.82| dv<1.19 0.70 9.63> r<0.03 -0.00 0.01>
20.10.19 05:23:33.500 37.663109N 122.489258W 28.54C 1005.28| 25.97C 1004.39| 22.51C 1005.82| dv<1.27 0.69 9.63> r<0.03 -0.00 0.01>
20.10.19 05:23:33.600 37.663109N 122.489258W 28.54C 1005.28| 25.98C 1004.41| 22.51C 1005.82| dv<1.23 0.68 9.66> r<0.02 -0.00 0.01>
